"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","lineage_merit_mean","is_learning","relative_depth","is_exploratory_replay","seed","target_window_depth","is_target_window_start","is_target_window_end","dir","true_seed"
"1453","Low activity",5,0.550351868,6355.486,"Low activity",1294,0.1,"Low activity",24.76,FALSE,-239,FALSE,346,11,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1454","Mixed bet hedging",1,0.89441257,4.70905362972312e+52,"Mixed bet hedging",1294,0.02,"Low activity",24.76,FALSE,-239,FALSE,346,11,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1455","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1294,0,"Low activity",24.76,FALSE,-239,FALSE,346,11,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1456","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1294,0,"Low activity",24.76,FALSE,-239,FALSE,346,11,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1457","Other",0,NA,NA,"Other",1294,0,"Low activity",24.76,FALSE,-239,FALSE,346,11,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1458","Bet-hedged error correction",1,0.51220878,6.38331537325702e+27,"Bet-hedged error correction",1295,0.02,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1459","Bet-hedged learning",2,0.6887019535,5.98164950573667e+38,"Bet-hedged learning",1295,0.04,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1460","Error correction",19,0.747701054736842,7.71998391514337e+66,"Error correction",1295,0.38,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1461","Learning",19,0.993963125789474,1.76335722409844e+88,"Learning",1295,0.38,"Low activity",134.16,TRUE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1462","Low activity",9,0.534481845555556,5178.04444444444,"Low activity",1295,0.18,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1463","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1295,0,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1464","Other",0,NA,NA,"Other",1295,0,"Low activity",134.16,FALSE,-238,FALSE,346,12,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1465","Error correction",22,0.750119918181818,3.85690687630431e+59,"Error correction",1296,0.44,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1466","Learning",19,0.993425275789474,5.83755812446817e+57,"Learning",1296,0.38,"Low activity",43.52,TRUE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1467","Low activity",7,0.536583681428571,632.432857142857,"Low activity",1296,0.14,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1468","Mixed bet hedging",2,0.883074365,2.59533722041631e+59,"Mixed bet hedging",1296,0.04,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1469","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1296,0,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1470","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1296,0,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1471","Other",0,NA,NA,"Other",1296,0,"Low activity",43.52,FALSE,-237,FALSE,346,13,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1472","Bet-hedged error correction",1,0.717392879,2.47304156959608e+22,"Bet-hedged error correction",1297,0.02,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1473","Bet-hedged learning",2,0.50360517,2.96123003105427e+31,"Bet-hedged learning",1297,0.04,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1474","Error correction",22,0.748648571363636,5.32641630845201e+45,"Error correction",1297,0.44,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1475","Learning",20,0.9935118355,1.54944046389943e+61,"Learning",1297,0.4,"Low activity",1434.53,TRUE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1476","Low activity",3,0.464209563333333,181.75,"Low activity",1297,0.06,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1477","Mixed bet hedging",2,0.89420104,6.5463919559882e+44,"Mixed bet hedging",1297,0.04,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1478","Other",0,NA,NA,"Other",1297,0,"Low activity",1434.53,FALSE,-236,FALSE,346,14,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1479","Bet-hedged learning",3,0.641567682666667,1.09374730152984e+48,"Bet-hedged learning",1298,0.06,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1480","Error correction",22,0.747826557727273,5.15378112090314e+39,"Error correction",1298,0.44,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1481","Learning",20,0.9939851405,3.05556025163457e+87,"Learning",1298,0.4,"Bet-hedged learning",5371510.91,TRUE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1482","Low activity",5,0.54589097,33747.226,"Low activity",1298,0.1,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1483","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1298,0,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1484","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1298,0,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1485","Other",0,NA,NA,"Other",1298,0,"Bet-hedged learning",5371510.91,FALSE,-235,FALSE,346,15,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1486","Bet-hedged error correction",1,0.74033512,8.99002649124421e+41,"Bet-hedged error correction",1299,0.02,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1487","Bet-hedged learning",2,0.66734163,5.92282313137455e+40,"Bet-hedged learning",1299,0.04,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1488","Error correction",22,0.741375379545455,9.13031927263428e+55,"Error correction",1299,0.44,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1489","Learning",20,0.9933275625,1.51844918234112e+88,"Learning",1299,0.4,"Low activity",24.16,TRUE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1490","Low activity",5,0.546901292,8587.05,"Low activity",1299,0.1,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1491","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1299,0,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1492","Other",0,NA,NA,"Other",1299,0,"Low activity",24.16,FALSE,-234,FALSE,346,16,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1493","Error correction",28,0.746295247142857,1.31373491011231e+44,"Error correction",1300,0.56,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1494","Learning",15,0.993237468666667,1.32327072333998e+69,"Learning",1300,0.3,"Low activity",77.49,TRUE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1495","Low activity",7,0.504479562857143,1150.99571428571,"Low activity",1300,0.14,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1496","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1300,0,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1497","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1300,0,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1498","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1300,0,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1499","Other",0,NA,NA,"Other",1300,0,"Low activity",77.49,FALSE,-233,FALSE,346,17,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1500","Bet-hedged error correction",1,0.651700912,1.26079222040776e+21,"Bet-hedged error correction",1301,0.02,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1501","Error correction",27,0.749158620740741,2.26337777777795e+87,"Error correction",1301,0.54,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1502","Learning",18,0.993725319444444,4.89008749154184e+71,"Learning",1301,0.36,"Low activity",432.43,TRUE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1503","Low activity",3,0.54116971,935.916666666667,"Low activity",1301,0.06,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1504","Mixed bet hedging",1,0.93455908,1.49658571638622e+49,"Mixed bet hedging",1301,0.02,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1505","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1301,0,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1506","Other",0,NA,NA,"Other",1301,0,"Low activity",432.43,FALSE,-232,FALSE,346,18,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1507","Bet-hedged learning",2,0.660327894,2.88366109287123e+73,"Bet-hedged learning",1302,0.04,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1508","Error correction",19,0.74327518,2.5047520581918e+46,"Error correction",1302,0.38,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1509","Learning",20,0.993783718,1.05448773587397e+89,"Learning",1302,0.4,"Low activity",2748.4,TRUE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1510","Low activity",8,0.573863955,488.3325,"Low activity",1302,0.16,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1511","Mixed bet hedging",1,0.89590574,3.03005027133736e+46,"Mixed bet hedging",1302,0.02,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1512","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1302,0,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1513","Other",0,NA,NA,"Other",1302,0,"Low activity",2748.4,FALSE,-231,FALSE,346,19,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1514","Bet-hedged learning",2,0.51533706,1.40455799221915e+31,"Bet-hedged learning",1303,0.04,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1515","Error correction",19,0.751481909473684,1.12679986446261e+42,"Error correction",1303,0.38,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1516","Learning",25,0.9936918568,2.8829428778217e+60,"Learning",1303,0.5,"Low activity",44.51,TRUE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1517","Low activity",4,0.5353395275,180.215,"Low activity",1303,0.08,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1518","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1303,0,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1519","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1303,0,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1520","Other",0,NA,NA,"Other",1303,0,"Low activity",44.51,FALSE,-230,FALSE,346,20,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1521","Error correction",22,0.749395370454546,5.31456968846803e+45,"Error correction",1304,0.44,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1522","Learning",22,0.993703486818182,6.47536098219508e+69,"Learning",1304,0.44,"Low activity",150.69,TRUE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1523","Low activity",5,0.515735594,91.228,"Low activity",1304,0.1,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1524","Mixed bet hedging",1,0.89238888,4.01933419359641e+57,"Mixed bet hedging",1304,0.02,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1525","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1304,0,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1526","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1304,0,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1527","Other",0,NA,NA,"Other",1304,0,"Low activity",150.69,FALSE,-229,FALSE,346,21,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1528","Bet-hedged error correction",1,0.8087723,2.69323312495142e+34,"Bet-hedged error correction",1305,0.02,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1529","Error correction",20,0.752106587,3.11928743610394e+87,"Error correction",1305,0.4,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1530","Learning",20,0.9935923255,8.68230572636242e+70,"Learning",1305,0.4,"Low activity",1582.11,TRUE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1531","Low activity",9,0.524165621111111,2424.13,"Low activity",1305,0.18,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1532","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1305,0,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1533","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1305,0,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1534","Other",0,NA,NA,"Other",1305,0,"Low activity",1582.11,FALSE,-228,FALSE,346,22,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1535","Bet-hedged learning",1,0.54719842,5.8610989722e+43,"Bet-hedged learning",1306,0.02,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1536","Error correction",22,0.748553088636364,6.47510363638719e+69,"Error correction",1306,0.44,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1537","Learning",19,0.993273573684211,6.43601073777762e+76,"Learning",1306,0.38,"Low activity",16.36,TRUE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1538","Low activity",7,0.536088154285714,263.061428571429,"Low activity",1306,0.14,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1539","Mixed bet hedging",1,0.94012362,5.65391000534822e+71,"Mixed bet hedging",1306,0.02,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1540","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1306,0,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1541","Other",0,NA,NA,"Other",1306,0,"Low activity",16.36,FALSE,-227,FALSE,346,23,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1542","Error correction",26,0.748369490384615,2.59230388018233e+63,"Error correction",1307,0.52,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1543","Learning",15,0.992352770666667,5.6186284668902e+87,"Learning",1307,0.3,"Low activity",123.78,TRUE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1544","Low activity",9,0.531155053333333,973.19,"Low activity",1307,0.18,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1545","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1307,0,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1546","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1307,0,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1547","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1307,0,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1548","Other",0,NA,NA,"Other",1307,0,"Low activity",123.78,FALSE,-226,FALSE,346,24,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1549","Error correction",27,0.741799094814815,9.37208133978204e+54,"Error correction",1308,0.54,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1550","Learning",15,0.992538431333333,1.12574273749852e+58,"Learning",1308,0.3,"Low activity",110.51,TRUE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1551","Low activity",6,0.518576255,639.633333333333,"Low activity",1308,0.12,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1552","Mixed bet hedging",2,0.90014151,3.88996669776104e+49,"Mixed bet hedging",1308,0.04,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1553","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1308,0,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1554","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1308,0,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1555","Other",0,NA,NA,"Other",1308,0,"Low activity",110.51,FALSE,-225,FALSE,346,25,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1556","Error correction",29,0.751160911724138,7.3537143110925e+62,"Error correction",1309,0.58,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1557","Learning",18,0.993817386666667,6.55173536122141e+58,"Learning",1309,0.36,"Low activity",53.05,TRUE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1558","Low activity",2,0.47986938,48.23,"Low activity",1309,0.04,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1559","Mixed bet hedging",1,0.89556747,3.90255317424213e+52,"Mixed bet hedging",1309,0.02,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1560","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1309,0,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1561","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1309,0,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1562","Other",0,NA,NA,"Other",1309,0,"Low activity",53.05,FALSE,-224,FALSE,346,26,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1563","Bet-hedged learning",4,0.6494860675,6.02025989372189e+43,"Bet-hedged learning",1310,0.08,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1564","Error correction",17,0.752723402941176,1.93078505888145e+85,"Error correction",1310,0.34,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1565","Learning",22,0.993716107272727,3.62578593500018e+72,"Learning",1310,0.44,"Low activity",85.05,TRUE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1566","Low activity",7,0.554811582857143,450.467142857143,"Low activity",1310,0.14,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1567","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1310,0,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1568","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1310,0,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1569","Other",0,NA,NA,"Other",1310,0,"Low activity",85.05,FALSE,-223,FALSE,346,27,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1570","Error correction",27,0.751027366296296,2.74470001022482e+75,"Error correction",1311,0.54,"Low activity",163.33,FALSE,-222,FALSE,346,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1571","Learning",23,0.993962995217391,8.85669565636663e+86,"Learning",1311,0.46,"Low activity",163.33,TRUE,-222,FALSE,346,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
"1572","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1311,0,"Low activity",163.33,FALSE,-222,FALSE,346,28,FALSE,FALSE,"../../2023_05_22_01__seeds_0_500",346
